City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
264,sumbawa besar,-8.5,117.4333,33.04,55,79,3.9,ID,1731303655
265,north battleford,52.7834,-108.2847,0.05,86,100,3.09,CA,1731303656
266,mandali,33.7499,45.5541,25.61,40,98,0.72,IQ,1731303657
267,kupang,-10.1667,123.5833,35.32,55,20,6.17,ID,1731303658
268,nuku'alofa,-21.1333,-175.2,24.19,88,100,4.12,TO,1731303659
269,kodiak,57.79,-152.4072,3.73,75,0,4.12,US,1731303501
270,fort st. john,56.2499,-120.8529,-3.06,80,75,5.14,CA,1731303662
271,lapithos,35.3375,33.1792,19.12,74,3,5.63,CY,1731303663
272,vorgashor,67.5833,63.95,-18.93,100,97,1.86,RU,1731303664
273,kapuskasing,49.4169,-82.4331,4.05,100,100,0.51,CA,1731303667
274,port lincoln,-34.7333,135.8667,20.73,63,69,7.29,AU,1731303668
275,chipinge,-20.1883,32.6236,27.99,31,61,1.89,ZW,1731303669
276,turpan,42.9333,89.1667,13.97,35,47,1.03,CN,1731303670
277,deqen,29.9618,90.7188,7.49,31,13,2.8,CN,1731303671
278,geraldton,-28.7667,114.6,25.23,53,0,7.2,AU,1731303672
279,saint-philippe,-21.3585,55.7679,26.98,71,48,2.76,RE,1731303674
280,bagneres-de-bigorre,43.0667,0.15,10.83,94,100,1.54,FR,1731303675
281,hasaki,35.7333,140.8333,20.0,65,93,8.82,JP,1731303676
282,borogontsy,62.6683,131.1683,-17.48,99,99,0.25,RU,1731303677
283,preveza,38.95,20.75,14.95,68,40,7.72,GR,1731303678
284,hassi messaoud,31.6804,6.0729,14.92,67,0,4.12,DZ,1731303680
285,justo daract,-33.8594,-65.1828,11.42,67,20,1.03,AR,1731303681
286,bubaque,11.2833,-15.8333,29.35,57,0,3.01,GW,1731303682
287,portland,45.5234,-122.6762,12.01,94,100,4.63,US,1731303564
288,kailua-kona,19.6406,-155.9956,24.2,88,32,2.03,US,1731303686
289,umi,33.5667,130.5,20.75,64,40,5.14,JP,1731303687
290,weno,7.4515,151.8468,31.97,79,20,3.09,FM,1731303689
291,fallsburg,41.732,-74.6013,7.25,93,100,2.64,US,1731303691
292,carloforte,39.145,8.3058,16.66,76,69,1.83,IT,1731303692
293,kitgum,3.2783,32.8867,25.46,56,54,0.69,UG,1731303693
294,la ronge,55.1001,-105.2842,-1.86,93,0,1.03,CA,1731303695
295,san martin,-33.081,-68.4681,14.32,56,1,3.95,AR,1731303697
296,tolanaro,-25.0319,46.9987,30.04,62,0,5.14,MG,1731303698
297,egilsstadir,65.2653,-14.3948,6.95,53,0,8.75,IS,1731303699
298,margate,51.3813,1.3862,10.39,82,100,2.24,GB,1731303700
299,alaghsas,17.0187,8.0168,15.94,33,0,3.09,NE,1731303702
300,mount gambier,-37.8333,140.7667,16.83,66,96,4.89,AU,1731303703
301,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-0.57,61,95,10.36,RU,1731303704
302,pundong,-7.9522,110.3486,30.02,69,98,5.75,ID,1731303705
